2023-11-18 13:14:11,776 INFO    StreamThr :3488 [internal.py:wandb_internal():86] W&B internal server running at pid: 3488, started at: 2023-11-18 13:14:11.775373
2023-11-18 13:14:11,777 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: status
2023-11-18 13:14:11,778 INFO    WriterThread:3488 [datastore.py:open_for_write():85] open: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\run-fm0m69ta.wandb
2023-11-18 13:14:11,780 DEBUG   SenderThread:3488 [sender.py:send():380] send: header
2023-11-18 13:14:11,809 DEBUG   SenderThread:3488 [sender.py:send():380] send: run
2023-11-18 13:14:13,334 INFO    SenderThread:3488 [dir_watcher.py:__init__():211] watching files in: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files
2023-11-18 13:14:13,336 INFO    SenderThread:3488 [sender.py:_start_run_threads():1122] run started: fm0m69ta with start time 1700284451.775373
2023-11-18 13:14:13,345 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: check_version
2023-11-18 13:14:13,345 DEBUG   SenderThread:3488 [sender.py:send_request():407] send_request: check_version
2023-11-18 13:14:14,402 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: run_start
2023-11-18 13:14:14,419 DEBUG   HandlerThread:3488 [system_info.py:__init__():32] System info init
2023-11-18 13:14:14,419 DEBUG   HandlerThread:3488 [system_info.py:__init__():47] System info init done
2023-11-18 13:14:14,419 INFO    HandlerThread:3488 [system_monitor.py:start():194] Starting system monitor
2023-11-18 13:14:14,419 INFO    SystemMonitor:3488 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-18 13:14:14,420 INFO    HandlerThread:3488 [system_monitor.py:probe():214] Collecting system info
2023-11-18 13:14:14,422 INFO    SystemMonitor:3488 [interfaces.py:start():190] Started cpu monitoring
2023-11-18 13:14:14,422 INFO    SystemMonitor:3488 [interfaces.py:start():190] Started disk monitoring
2023-11-18 13:14:14,423 INFO    SystemMonitor:3488 [interfaces.py:start():190] Started gpu monitoring
2023-11-18 13:14:14,423 INFO    SystemMonitor:3488 [interfaces.py:start():190] Started memory monitoring
2023-11-18 13:14:14,427 INFO    SystemMonitor:3488 [interfaces.py:start():190] Started network monitoring
2023-11-18 13:14:14,436 DEBUG   HandlerThread:3488 [system_info.py:probe():196] Probing system
2023-11-18 13:14:14,437 DEBUG   HandlerThread:3488 [system_info.py:_probe_git():181] Probing git
2023-11-18 13:14:14,498 DEBUG   HandlerThread:3488 [system_info.py:_probe_git():189] Probing git done
2023-11-18 13:14:14,498 DEBUG   HandlerThread:3488 [system_info.py:probe():244] Probing system done
2023-11-18 13:14:14,498 DEBUG   HandlerThread:3488 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.9', 'heartbeatAt': '2023-11-18T05:14:14.436764', 'startedAt': '2023-11-18T05:14:11.768894', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'H:\\Deep-learning-exercises\\personal implementation\\thesis\\train.py', 'codePathLocal': 'train.py', 'codePath': 'personal implementation\\thesis\\train.py', 'git': {'remote': 'git@git.zhlh6.cn:safeanimal/Deep-learning-exercises.git', 'commit': 'dbcfbc1da5c1ca6bb5e6edc89558969394356354'}, 'email': '411814789@qq.com', 'root': 'H:/Deep-learning-exercises', 'host': 'DESKTOP-JUDPAR7', 'username': 'MLYL', 'executable': 'D:\\Anaconda\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'/': {'total': 367.91503524780273, 'used': 305.1440086364746}}, 'gpu': 'NVIDIA GeForce RTX 3060 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Ti', 'memory_total': 8589934592}], 'memory': {'total': 15.817798614501953}}
2023-11-18 13:14:14,498 INFO    HandlerThread:3488 [system_monitor.py:probe():224] Finished collecting system info
2023-11-18 13:14:14,498 INFO    HandlerThread:3488 [system_monitor.py:probe():227] Publishing system info
2023-11-18 13:14:14,498 DEBUG   HandlerThread:3488 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-18 13:14:14,499 DEBUG   HandlerThread:3488 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-18 13:14:14,499 DEBUG   HandlerThread:3488 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-18 13:14:15,357 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_created():271] file/dir created: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\requirements.txt
2023-11-18 13:14:15,357 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_created():271] file/dir created: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\conda-environment.yaml
2023-11-18 13:14:18,283 DEBUG   HandlerThread:3488 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-18 13:14:18,284 INFO    HandlerThread:3488 [system_monitor.py:probe():229] Finished publishing system info
2023-11-18 13:14:18,291 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: status_report
2023-11-18 13:14:18,291 DEBUG   SenderThread:3488 [sender.py:send():380] send: files
2023-11-18 13:14:18,291 INFO    SenderThread:3488 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-18 13:14:18,296 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: stop_status
2023-11-18 13:14:18,297 DEBUG   SenderThread:3488 [sender.py:send_request():407] send_request: stop_status
2023-11-18 13:14:18,298 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-18 13:14:18,374 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_modified():288] file/dir modified: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\conda-environment.yaml
2023-11-18 13:14:18,375 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_created():271] file/dir created: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\wandb-metadata.json
2023-11-18 13:14:19,225 DEBUG   SenderThread:3488 [sender.py:send():380] send: telemetry
2023-11-18 13:14:19,387 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_created():271] file/dir created: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\output.log
2023-11-18 13:14:21,413 INFO    Thread-16 :3488 [dir_watcher.py:_on_file_modified():288] file/dir modified: H:\Deep-learning-exercises\personal implementation\thesis\wandb\run-20231118_131411-fm0m69ta\files\output.log
2023-11-18 13:14:23,275 DEBUG   HandlerThread:3488 [handler.py:handle_request():146] handle_request: status_report
